path_audio,fname,sample_rate,channels,bits,samples,length,fsize,sensor_name,date,time,site,hour
/Volumes/PAPAYA/anh_aguas_bajas/G024/G024_20220329_200000.WAV,G024_20220329_200000.WAV,192000,1,16,11520000,60.0,23040488,G024,2022-03-29 20:00:00,200000,G024,20
/Volumes/PAPAYA/anh_aguas_bajas/G024/G024_20220405_173000.WAV,G024_20220405_173000.WAV,192000,1,16,11520000,60.0,23040488,G024,2022-04-05 17:30:00,173000,G024,17
/Volumes/PAPAYA/anh_aguas_bajas/G024/G024_20220418_053000.WAV,G024_20220418_053000.WAV,192000,1,16,11520000,60.0,23040488,G024,2022-04-18 05:30:00,53000,G024,05
/Volumes/PAPAYA/anh_aguas_bajas/G025/G025_20220424_173000.WAV,G025_20220424_173000.WAV,192000,1,16,11520000,60.0,23040488,G025,2022-04-24 17:30:00,173000,G025,17
/Volumes/PAPAYA/anh_aguas_bajas/G025/G025_20220424_063000.WAV,G025_20220424_063000.WAV,192000,1,16,11520000,60.0,23040488,G025,2022-04-24 06:30:00,63000,G025,06
/Volumes/PAPAYA/anh_aguas_bajas/G025/G025_20220405_200000.WAV,G025_20220405_200000.WAV,192000,1,16,11520000,60.0,23040488,G025,2022-04-05 20:00:00,200000,G025,20
/Volumes/PAPAYA/anh_aguas_bajas/G025/G025_20220403_060000.WAV,G025_20220403_060000.WAV,192000,1,16,11520000,60.0,23040488,G025,2022-04-03 06:00:00,60000,G025,06
/Volumes/PAPAYA/anh_aguas_bajas/G025/G025_20220421_053000.WAV,G025_20220421_053000.WAV,192000,1,16,11520000,60.0,23040488,G025,2022-04-21 05:30:00,53000,G025,05
/Volumes/PAPAYA/anh_aguas_bajas/G025/G025_20220329_193000.WAV,G025_20220329_193000.WAV,192000,1,16,11520000,60.0,23040488,G025,2022-03-29 19:30:00,193000,G025,19
/Volumes/PAPAYA/anh_aguas_bajas/G026/G026_20220420_173000.WAV,G026_20220420_173000.WAV,192000,1,16,11520000,60.0,23040488,G026,2022-04-20 17:30:00,173000,G026,17
/Volumes/PAPAYA/anh_aguas_bajas/G026/G026_20220420_063000.WAV,G026_20220420_063000.WAV,192000,1,16,11520000,60.0,23040488,G026,2022-04-20 06:30:00,63000,G026,06
