sensor_name,ID_MUEST_PT,ALTURA,ESTACIONAL,FECHA_FIN,FECHA_INI,HORA_FIN,HORA_INI,MICROFONO,NUM_GRAB,REF_GRAB,RES_BITS,TASA_GRAB,TASA_MUEST,ANTROPOFON,BIOFONIA,GEOFONIA,ACI_Q25,ACI_Q50,ACI_Q75,ADI_Q25,ADI_Q50,ADI_Q75,AEI_Q25,AEI_Q50,AEI_Q75,ASU,BIO_Q25,BIO_Q50,BIO_Q75,HF_Q25,HF_Q50,HF_Q75,HT_Q25,HT_Q50,HT_Q75,NDSI_Q25,NDSI_Q50,NDSI_Q75,NP_Q25,NP_Q50,NP_Q75,SC_Q25,SC_Q50,SC_Q75
G051,ANH_209,1.5,Húmedo,2021-11-27,2021-11-07,08:30:00,11:30:00,Audiomoth v1.20,955.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,16.667,100.0,0.0,308.6210652639059,315.03091711997416,325.6703782173629,3.063429199172033,3.075163379999198,3.082158927770311,0.6699685310833774,0.7670088617777975,0.8130973245033886,0.7174479166666666,28.673657989312723,44.901877089839004,57.7655776049737,0.7036544420748716,0.8059264126581456,0.8411687490132735,0.9438849765674435,0.976401600940705,0.9891691790109924,0.8517432319359347,0.9666618370231562,0.9897262953508841,13.0,38.0,61.0,0.03115655677021735,0.0746759177922465,0.44590355369437545
G052,ANH_241,1.5,Húmedo,2021-11-27,2021-11-07,08:00:00,10:30:00,Audiomoth v1.20,956.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,16.667,305.164033477806,308.08128504035017,312.4671948104351,3.027990599623898,3.041745096217574,3.0593422442560385,0.6893780222993391,0.7386554425193342,0.7927034485421052,0.14095052083333334,14.27039349997386,30.62874175474311,63.67285407312463,0.737188807721372,0.7845599315493003,0.8781901750766059,0.9199100501371007,0.9663096830614546,0.9799543583401006,0.583089577179387,0.7567265846416259,0.9038284967950088,4.0,15.0,29.0,0.0004713406527707,0.011179317476009,0.033349590980327325
G053,ANH_145,1.5,Húmedo,2021-12-01,2021-11-09,10:00:00,12:00:00,Audiomoth v1.20,1053.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,33.333,83.333,16.667,301.4381298295095,305.3602724322434,312.4414697266893,3.0287020469055466,3.044292148703029,3.057888754235552,0.5924261315720913,0.6977034767704641,0.7882000064407573,0.4407552083333333,27.141587409574736,42.99962335447961,62.691395376996994,0.6386194759509337,0.7420486033069795,0.8260963927455017,0.922112280572092,0.9742413468155956,0.9868331787433864,0.3381085193501236,0.8087276550088338,0.926121119225294,5.0,13.0,27.0,0.0006424392763773,0.0127701194937054,0.0436072047598194
G054,ANH_243,1.5,Húmedo,2021-11-27,2021-11-08,16:30:00,10:30:00,Audiomoth v1.20,925.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,33.333,100.0,16.667,303.89252131221195,306.3917845975099,309.84502782119364,3.0368184904170774,3.049872709685456,3.065138223092485,0.6761775785670342,0.7416417333393325,0.7902185650902974,0.3111979166666667,20.897660618634763,40.73653478961259,97.863070469224,0.7153862469132029,0.7813842676701114,0.8362785260995089,0.944705159558716,0.971564128738533,0.9831116027956994,0.7404879330735822,0.9241255961463852,0.9729848394574117,5.0,32.0,49.0,0.0014710548328477,0.0555688122390363,0.1825812423464504
G055,ANH_279,1.5,Húmedo,2021-11-24,2021-11-04,13:00:00,14:30:00,Audiomoth v1.20,958.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,83.333,100.0,16.667,307.63948974325007,315.408315825831,328.69984447170395,3.0117753685679007,3.0500744809978197,3.0654884567350758,0.44095258932119874,0.6204989740152584,0.7658819097100984,0.3424479166666667,18.76573645607464,33.36847850427621,52.243319759481764,0.5000955273699997,0.6500597419792505,0.8028102073009304,0.8787786631960061,0.970026871378499,0.9878108138251295,-0.4200933549705066,0.8122490400128046,0.9632765800869132,3.0,9.0,21.0,0.0023081925429844,0.01450077223823215,0.02967195389820785
G056,ANH_217,1.5,Húmedo,2021-11-30,2021-11-10,10:00:00,13:00:00,Audiomoth v1.20,955.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,83.333,100.0,0.0,305.8591122600062,309.9460868072521,315.6965990894811,3.0423345586561754,3.058536117906787,3.077011235868966,0.5822015500216272,0.6522246861436762,0.7447513581135575,0.40234375,21.146008973219892,44.83249958493277,73.22683129809825,0.6031154851978611,0.6729825885843579,0.7913426807526096,0.9513001832893913,0.9731710125643548,0.9824274033930342,0.5415671795759966,0.7247254371909402,0.8869627525020235,5.0,13.0,23.0,0.0019334362984309498,0.0329156166936316,0.0589990883480744
G057,ANH_238,1.5,Húmedo,2021-11-27,2021-11-07,10:30:00,12:30:00,Audiomoth v1.20,957.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,0.0,307.59735320297267,318.11251729469245,331.2989495481957,3.038815754295267,3.072136711037212,3.084685921404905,0.6604086041957269,0.7378118029576208,0.7995883192307391,0.6276041666666666,23.221589547214613,41.69987724437618,55.15463819448407,0.7003986370424089,0.7839973304076407,0.8430880437998978,0.9307813329125276,0.965860298322626,0.9856637597410804,0.6800974076436842,0.8568819647994432,0.9585547823327656,7.0,17.0,39.0,0.0051989507699219,0.0252299451872557,0.0746759177922465
G058,ANH_395,1.5,Húmedo,2021-11-27,2021-11-08,08:00:00,14:00:00,Audiomoth v1.20,901.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,0.0,307.02363259397725,309.8458115196331,313.46703496582506,3.0493332888118707,3.065152433270854,3.0793509962928485,0.6516220114428847,0.7041035639335848,0.7679024080510787,0.4212239583333333,15.89814782391712,36.1544376804858,88.36791138361936,0.6740172044193821,0.7418281200533511,0.8144829299423454,0.9413669174973748,0.9716116715848294,0.984627983664142,0.4299567407889473,0.8485807465730435,0.9555588594937844,5.0,29.0,45.0,0.0011039466749178,0.0773112299259577,0.1469009515967894
G059,ANH_291,1.5,Húmedo,2021-11-29,2021-11-11,08:30:00,12:00:00,Audiomoth v1.20,858.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,50.0,100.0,33.333,303.18973327320055,309.12817346169777,320.76073227762384,3.046063232865345,3.06111837401151,3.0774390395289624,0.6564479007733232,0.7294601555280991,0.7923491298655978,0.7115885416666666,48.68518205335084,59.00849775692583,79.52453362182393,0.6695431142253052,0.7509958205801353,0.8177892963968353,0.9735814174339639,0.9869357464073591,0.9920830226605094,0.7997209688967941,0.9091939691272919,0.9657211413863621,18.0,31.0,52.0,0.051150621854997504,0.07362703734101811,0.11544786758233928
G060,ANH_350,1.5,Húmedo,2021-11-24,2021-11-04,10:30:00,10:30:00,Audiomoth v1.20,961.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,50.0,100.0,0.0,302.4899242787792,305.4272690132772,310.2002547882194,3.0600699287729305,3.070017882775496,3.07763547258306,0.6679026979233589,0.7450999483252437,0.8395363888350568,0.7200520833333334,54.2607761248208,71.56004447159344,91.39464788214993,0.6760678045601864,0.7634287458915022,0.8628249607738775,0.9782525243245456,0.9902615607836438,0.9936294142430366,0.8996697036829735,0.9571276625579233,0.9824635366642408,16.0,26.0,55.0,0.0839585097856175,0.1288269932880391,0.2978663149420886
G061,ANH_213,1.5,Húmedo,2021-11-27,2021-11-08,15:00:00,22:00:00,Audiomoth v1.20,899.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,16.667,100.0,16.667,308.13728557074774,313.4286363027277,322.3462952069412,3.0695403533888177,3.080760392774391,3.0863218540031907,0.6704031226265205,0.7716122109326394,0.8316201480251303,0.5263671875,24.83209797683024,42.5844044549278,67.95948687246619,0.7000180882541804,0.8242698455790919,0.8582432367841649,0.9386314475911448,0.9732284753793264,0.9894443814614067,0.7490147141108309,0.9670187787395982,0.9923335829353922,8.0,29.0,52.0,0.01306249491948525,0.0551352749858619,0.4041078528805316
G062,ANH_230,1.5,Húmedo,2021-11-28,2021-11-08,11:00:00,15:00:00,Audiomoth v1.20,953.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,83.333,16.667,303.8495410465797,306.2166800130746,309.7636617430864,3.047784731619553,3.063948043913138,3.076835688503614,0.7295550734522618,0.7989588578520531,0.8637391948750033,0.1484375,31.36339860866884,46.87192816835808,57.26716212800479,0.7614163940194121,0.8416602306747243,0.9165074077392388,0.9436670427738664,0.980024940417352,0.9896909920696412,0.6706759339177862,0.810322620296674,0.8857712395563229,3.0,9.0,21.0,0.0003207826046673,0.0082669260897649,0.0236172914934921
G063,ANH_85,1.5,Húmedo,2021-12-01,2021-11-09,08:00:00,10:00:00,Audiomoth v1.20,1053.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,33.333,100.0,16.667,306.7927519658537,311.9649065937815,321.36018464277095,3.020630924723223,3.036289459496212,3.0472278613524133,0.580589874540228,0.6270597923273948,0.6595581818508154,0.3050130208333333,34.60444425602233,55.552097415924365,66.0392727289778,0.6062006583972699,0.6444948914019866,0.6780384325623128,0.9574102701652086,0.9796968626023872,0.9876998409413184,0.6722412797794236,0.9333201107179402,0.9743381042499968,13.0,18.0,27.0,0.0282813132332876,0.0584506112787863,0.0784239172713025
G064,ANH_360,1.5,Húmedo,2021-11-25,2021-11-05,09:30:00,10:30:00,Audiomoth v1.20,959.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,20.0,302.48913639752766,305.6050286242703,312.0032814659566,3.0379363855170336,3.050258299818805,3.061958104395652,0.6714710915900775,0.7119629326488823,0.7576383657057362,0.201171875,18.27146285042076,33.17269052906462,58.65856010740107,0.6917432908386305,0.7401134198946026,0.8133327187025114,0.9403988193273061,0.9766706099097038,0.9872203099273587,0.6886039761094447,0.8522387088097704,0.9207924818632192,4.0,17.0,32.0,0.00115639069747925,0.015579370968912,0.04071622801612125
G065,ANH_284,1.5,Húmedo,2021-11-30,2021-11-10,08:30:00,10:00:00,Audiomoth v1.20,958.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,66.667,100.0,33.333,306.33699548447873,309.81707391872374,315.99109249102054,3.042858191087368,3.0570038761913505,3.0690132838247886,0.5964435974485338,0.6800656329326115,0.76509001056384,0.20345052083333334,13.542376591907258,33.92864705357151,66.91959658849322,0.6545317640458806,0.7308657423035751,0.8789171313119464,0.8929356468802526,0.9687012552890867,0.9849031155712139,0.2804140555174873,0.4880644713767066,0.6589464053262406,3.0,12.0,21.0,0.00033891949580312504,0.01336623321682015,0.04488967962820682
G066,ANH_235,1.5,Húmedo,2021-12-01,2021-11-07,10:30:00,11:00:00,Audiomoth v1.20,1152.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,66.667,100.0,16.667,306.86021080051484,310.85192715136066,315.5036469120373,3.049239414189759,3.0708447593806207,3.083285265791373,0.684575180425796,0.7505643184560827,0.7995286283279177,0.17903645833333334,12.009902638141586,37.65876687639736,51.737173696106744,0.7464617378819074,0.840439525096059,0.9251761432456536,0.8938933429957542,0.9279166505694718,0.9531730964290845,0.5691855578020378,0.7663577848602992,0.9372226627602251,4.0,17.0,33.0,0.000366452607647875,0.0130319025729911,0.0291569098933026
G067,ANH_280,1.5,Húmedo,2021-12-01,2021-11-09,09:00:00,10:30:00,Audiomoth v1.20,1054.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,16.667,100.0,16.667,304.13322303533675,309.51838184385593,316.57958865266073,3.0493840245869253,3.0666077461710985,3.077921143579233,0.6778584198473456,0.7227647935792496,0.7744721483692865,0.7428385416666666,54.7932642171906,71.64744913451962,91.65577060467933,0.6867774189505459,0.7330312381729653,0.7890932925889156,0.983345783402015,0.9915986246766242,0.9937123791117882,0.965562470531097,0.9885222096841089,0.9954818906157099,21.0,31.0,41.75,0.10601384347382209,0.14874086272165238,0.19824802001963154
G068,ANH_95,1.5,Húmedo,2021-11-30,2021-11-10,09:30:00,12:00:00,Audiomoth v1.20,956.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,16.667,100.0,0.0,306.6170071966766,310.85662413965474,317.317238479675,3.0280674711939066,3.043275629039682,3.0569065276929592,0.583041026195807,0.6862752158740564,0.7767810327887805,0.34765625,19.2115291029724,35.29371436800463,67.03228208410434,0.6262721785940075,0.7271061131895825,0.8229194717842536,0.936028429102757,0.9720553736909763,0.9845173015601297,0.2294281376508561,0.5723741662563646,0.8609002474884647,4.0,12.0,42.0,0.000796056559130125,0.017422341328424552,0.08771284625073314
G069,ANH_312,1.5,Húmedo,2021-11-30,2021-11-10,10:00:00,10:30:00,Audiomoth v1.20,960.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,0.0,301.67327452255626,303.9516725481052,309.71666696995436,3.0383390271835786,3.0551659542923635,3.070585151825904,0.6586234120673706,0.7694096077318586,0.8411994346716787,0.35546875,24.737657460750995,42.11901162327679,79.57365662069438,0.7271723818225385,0.8335236364548877,0.880435136308747,0.9355320665414233,0.976758273506524,0.9884356829110267,0.7210913702456568,0.8823824196770519,0.9603109157660272,3.0,15.0,42.0,0.0002499831742094,0.0132023456463157,0.09328349403055909
G070,ANH_223,1.5,Húmedo,2021-12-01,2021-11-09,09:00:00,10:30:00,Audiomoth v1.20,1054.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,16.667,83.333,33.333,305.2468503171199,309.5210883761483,316.0008458289958,3.0612987602498203,3.074639382590214,3.082902291383946,0.7033566017080485,0.7860244151338956,0.8290559289324856,0.5638020833333334,18.958820418261787,45.86074584722223,72.6871121898918,0.7388801034695799,0.8298700274655723,0.8591681900243073,0.9482123247678045,0.9710279705000096,0.9845502226181135,0.8003496163101842,0.9269744345740554,0.9713621643400355,7.0,27.0,53.0,0.003317521460531025,0.05916079075097215,0.22615304739104092
G071,ANH_353,1.5,Húmedo,2021-11-29,2021-11-11,15:00:00,08:30:00,Audiomoth v1.20,878.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,66.667,100.0,0.0,299.5298440726409,302.7987791148746,309.0211595312445,3.033713244756737,3.0501733103584847,3.064737081569561,0.6771698490990605,0.7218334905189934,0.77719585819452,0.4498697916666667,39.61389811398176,57.83806077802697,80.05486022349294,0.6922288214485254,0.7382491666010846,0.7943765487127333,0.9772209763258057,0.989955752210268,0.9935916972566659,0.5957155828906654,0.7878722865702226,0.9050867704952127,8.0,17.0,35.0,0.010926275067150175,0.05036374299981555,0.09891707463745879
G072,ANH_183,1.5,Húmedo,2021-12-01,2021-11-07,10:30:00,10:30:00,Audiomoth v1.20,1153.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,66.667,100.0,16.667,307.1467445852119,311.857624677341,319.5363104576054,3.04229248117605,3.057504624460585,3.072648032716158,0.5742252842438476,0.658346212644794,0.7409243552640532,0.3304036458333333,18.98884997359599,37.7763754393493,71.25936383268255,0.6123355794410926,0.7073641985752201,0.8194812373780077,0.9289098026934668,0.9621310870787602,0.9768374988516884,0.5932621515446124,0.7641199052542728,0.8790882823641555,9.0,25.0,43.0,0.0031571301581973,0.0304227774878788,0.0598700961561153
G074,ANH_361,1.5,Húmedo,2021-11-26,2021-11-06,09:00:00,09:30:00,Audiomoth v1.20,960.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,16.667,305.2429254426128,310.28983768640273,318.11110298607423,3.0176023703200685,3.033159551495098,3.0515920246948687,0.5447683762074716,0.5899528552517059,0.6530529277306177,0.19010416666666666,18.16041458746962,31.970624659122137,61.22694453060816,0.566645738563222,0.6084835158378746,0.7000106392012052,0.9499127483818313,0.9747747022471677,0.982012748062207,0.5825795043639412,0.7552993897655941,0.8900720482186084,3.0,10.0,17.0,0.0021174274109172,0.01886673711647025,0.051094900081026004
G075,ANH_12,1.5,Húmedo,2021-11-29,2021-11-11,11:30:00,15:30:00,Audiomoth v1.20,857.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,33.333,83.333,50.0,306.4924184764193,311.589145179228,318.3629701053045,3.030197698458975,3.0441524076233466,3.060948707428628,0.5608967651870763,0.6262974092100109,0.6658886407968375,0.3479817708333333,18.496890626803182,36.20648045236009,80.3833740728754,0.6204151782884996,0.6602181480212711,0.7405570034276343,0.8900068998035007,0.9689607842326212,0.98403954885417,0.5663963951793104,0.7810573705651932,0.8943220606801422,6.0,18.0,29.0,0.003206077912588,0.0481348720409552,0.1266759142959783
G076,ANH_69,1.5,Húmedo,2021-11-24,2021-11-04,13:30:00,15:30:00,Audiomoth v1.20,957.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,0.0,302.8554621101946,306.9894136861968,314.9086104815849,3.0558591415973333,3.0741214007691013,3.0832448089099893,0.6555837970665582,0.7460005696479172,0.8078536402759505,0.3818359375,11.273203417682042,30.88600064832917,59.24314772655565,0.6949280514874585,0.8076626121301808,0.8551034809176927,0.9259107352494852,0.9663998015553964,0.9850607305775232,0.8495843476287119,0.9614505706398874,0.9921613079086306,2.0,10.0,46.0,0.0003312714091796,0.0198509366065395,0.1066938676330351
G077,ANH_231,1.5,Húmedo,2021-11-28,2021-11-08,09:30:00,11:00:00,Audiomoth v1.20,958.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,33.333,100.0,16.667,307.9309372125314,312.44587846477475,321.0629635181366,3.0487971303519257,3.0637878815726696,3.0763820350158255,0.6706648411273525,0.7312246889802493,0.788092537031438,0.1279296875,13.637463864578018,28.82034846668288,38.52421764476539,0.7503494994489178,0.8189113462728883,0.8916613681720159,0.8602336708598908,0.9397193707555958,0.975591631973788,0.28713567678087715,0.4809417481253558,0.6723454364980516,6.0,12.0,24.0,0.00087668924381835,0.00453160058282785,0.015603407812585976
G078,ANH_214,1.5,Húmedo,2021-11-30,2021-11-10,08:00:00,09:00:00,Audiomoth v1.20,959.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,66.667,100.0,16.667,304.4378489889823,309.62668417615845,319.3773013922804,3.0560981825212994,3.072584213924729,3.0849946458597293,0.6558402840585719,0.7499107908347483,0.7990414057222037,0.6373697916666666,12.70993333841937,34.2627793105376,56.08358665771237,0.6893225010950286,0.8028891329806822,0.8453607199089678,0.9266559015952426,0.967370992595315,0.9827524779001985,0.6398742610309304,0.916579102368916,0.9783945905515095,6.0,14.0,47.0,0.0032755662424818503,0.0206568264199,0.0686881215162965
G079,ANH_31,1.5,Húmedo,2021-11-26,2021-11-06,12:00:00,16:00:00,Audiomoth v1.20,953.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,33.333,100.0,0.0,302.84340787467767,305.93712379600294,310.8677262681591,3.049622611647908,3.061190070828341,3.072217514334007,0.6691794804678594,0.7173990732053716,0.7577349119037138,0.4908854166666667,41.81746532544908,55.09953718014128,79.42893608724357,0.6792475612861005,0.730248069666127,0.7724836999261169,0.9782533966912208,0.9876863111666294,0.9918792091944716,0.6553976797306886,0.8778181954566334,0.955372301570742,14.0,21.0,30.0,0.0336760550207722,0.0510603744328397,0.0746024961606605
G080,ANH_242,1.5,Húmedo,2021-11-27,2021-11-08,09:00:00,10:00:00,Audiomoth v1.20,911.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,0.0,306.0755011015011,310.7919844279088,316.629127988782,3.0438981907660807,3.0569431902162143,3.0705952557029064,0.6367878051162909,0.7164801815364754,0.8067839453309165,0.1298828125,11.808623731051918,23.56983076826213,42.75636604656556,0.6783539153398931,0.7854568523248843,0.8880754360851139,0.9135680168330222,0.9487632040894194,0.9743266727455264,0.49055744212909785,0.6399073905954971,0.7804620194660997,2.0,11.0,20.0,0.00020059838629735,0.0063885560150234,0.014485913098506449
G081,ANH_324,1.5,Húmedo,2021-11-29,2021-11-09,12:30:00,13:00:00,Audiomoth v1.20,960.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,33.333,100.0,0.0,307.9227244555838,314.301205142537,326.5161762989091,3.0110667954627437,3.0286593724701083,3.0402028848292284,0.5034573671109945,0.5651221330469756,0.6269247454999374,0.19986979166666666,8.751176721388067,30.32746255231389,46.448021881550254,0.5307612022228567,0.5974209532144452,0.6857916554542738,0.9109782929800496,0.965168975177215,0.9807295418130288,-0.3326538106536804,0.6356166903845335,0.8950265276515058,6.0,11.0,18.25,0.000342634280734525,0.0130345247741192,0.026748199640408775
G082,ANH_317,1.5,Húmedo,2021-11-24,2021-11-04,14:30:00,16:30:00,Audiomoth v1.20,957.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,16.667,100.0,0.0,304.7726068361316,307.84337587557707,312.6413408403806,3.060105504017101,3.0724631167468086,3.080729912395769,0.7662023756100841,0.8262709181074778,0.861936850090217,0.3414713541666667,15.766209361614516,30.76688560324234,54.77653849220157,0.8303560102015144,0.8674305289013876,0.9073506322588344,0.925442737184007,0.9618564666415946,0.9815147348716304,0.4386790597005293,0.631810412462703,0.8370699967857428,3.0,13.0,32.0,0.0002036576209468,0.0085448794093404,0.0530986987763935
G083,ANH_88,1.5,Húmedo,2021-11-27,2021-11-08,10:30:00,11:30:00,Audiomoth v1.20,911.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,83.333,33.333,304.8314263262126,309.6508872202889,318.1604853327866,3.0310156215279034,3.045458409289354,3.0568007202761214,0.6484149300883921,0.6999713153690628,0.7547537476819461,0.2724609375,17.834301660384114,31.04758695831673,61.13656141693501,0.6762299719571087,0.7323433637341901,0.8208745370480458,0.9376323198071776,0.9754317104242908,0.9869682230019978,0.6046771061185598,0.8403303137054449,0.9145876672179953,5.0,14.0,29.0,0.0007910306736346501,0.0172969127077985,0.05684276495375745
G084,ANH_364,1.5,Húmedo,2021-11-30,2021-11-10,09:00:00,10:30:00,Audiomoth v1.20,958.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,83.333,100.0,16.667,309.71658549785684,319.31937691455744,333.02199971143637,3.035982008558368,3.048899930296515,3.0596652436872795,0.6264803379521832,0.6859118809253945,0.7785671208926542,0.2669270833333333,9.562516949836061,29.78746287996543,57.93949759873047,0.6650830938547467,0.743991815338447,0.9020037384080959,0.9019054026801251,0.9591100863349555,0.9794246440098636,0.5450813316799834,0.7545012250857532,0.8924040741786704,2.0,16.0,31.0,0.00011035096413957499,0.012794593370900699,0.04326260382823877
G085,ANH_250,1.5,Húmedo,2021-11-25,2021-11-05,09:00:00,10:30:00,Audiomoth v1.20,958.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,0.0,303.25597144496993,305.9686980628061,310.7534903287039,3.038254696889053,3.049841353234652,3.0617045052464738,0.6165828257005939,0.6766896746672233,0.8232961673439949,0.1845703125,15.072622117523439,31.873738748503214,58.01757146513148,0.6346027487340087,0.728588287054442,0.9044252372391697,0.9361309033300355,0.9764801355557854,0.9864351678973675,0.5858341268871274,0.7060015143280118,0.8124677957110477,4.0,10.0,17.0,0.000430259501764275,0.01990731393079305,0.04440238725190695
G086,ANH_225,1.5,Húmedo,2021-11-28,2021-11-08,09:30:00,11:30:00,Audiomoth v1.20,957.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,50.0,100.0,0.0,308.6742051453922,315.1933971686399,323.9985803384284,3.054944590319583,3.067079427542539,3.0769054231846056,0.6135202855676825,0.7293063624338885,0.8094491214103897,0.6539713541666666,26.552899148022245,46.50171607183926,76.68061015808134,0.6242721484632989,0.7758149634081093,0.8464654646007137,0.951318800944544,0.9778570645562566,0.9885583552149316,0.8692396251307184,0.9586921239566604,0.9828919483388798,9.0,23.0,55.0,0.0312636299829469,0.0617615772364971,0.275915869299007
G087,ANH_274,1.5,Húmedo,2021-11-26,2021-11-06,11:00:00,17:00:00,Audiomoth v1.20,949.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,33.333,304.6804372620574,307.3502864462589,312.299014635433,3.042365438142195,3.0548334915727526,3.066862148373089,0.6443299342906781,0.6966212150186825,0.7715127914713881,0.361328125,22.5762129004671,37.17138719505093,71.03108723428574,0.6658707223271844,0.7286215680035223,0.8070942597316513,0.9537611978725742,0.9779632463099478,0.986797384891218,0.6128230669477145,0.7762588069185096,0.8700657232965944,5.0,21.0,37.0,0.0056525915650782,0.0262700849680572,0.074005508370503
G088,ANH_210,1.5,Húmedo,2021-11-27,2021-11-08,14:30:00,12:30:00,Audiomoth v1.20,917.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,0.0,100.0,16.667,308.5616535527582,316.35885615115177,328.53262021130683,3.05864381620256,3.0712752230537075,3.079669736792708,0.6612940693405915,0.7499580102809944,0.7999024637001529,0.7262369791666666,35.342320226470065,51.02049715940132,73.34197127665212,0.6997158331062848,0.8077349958860113,0.8415405639456156,0.930645306411958,0.9695994545833364,0.988965408472843,0.8305231243398207,0.9610784372975686,0.9865883992064868,17.0,42.0,61.0,0.0417183458805657,0.0984208230739714,0.3299498198110792
G089,ANH_336,1.5,Húmedo,2021-11-24,2021-11-04,11:30:00,12:30:00,Audiomoth v1.20,959.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,83.333,83.333,0.0,307.2840456474886,310.92340947965204,316.2169442375741,3.0344011508651345,3.046739730089322,3.061942723174941,0.6245782386065054,0.7111711873371536,0.7726227659872348,0.16731770833333334,12.903512829449795,24.916626856856723,37.56194083039155,0.7158043715679461,0.7983876944849407,0.8616680930027076,0.8520109617013534,0.919677009992172,0.9547029572128204,0.1897440074553825,0.6388050234643987,0.8699219519507757,7.0,20.0,35.0,0.0006883277961185501,0.0053134535525143,0.0188632408482995
G090,ANH_334,1.5,Húmedo,2021-12-01,2021-11-09,10:30:00,12:30:00,Audiomoth v1.20,1053.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,16.667,100.0,66.667,305.1203949516025,311.253506053305,322.6882184710836,3.0380678515134534,3.0592413026966394,3.0743865902153744,0.5799055648288045,0.6746757766837503,0.806127984200482,0.4052734375,16.264483568719747,32.20618472003745,53.74774089112734,0.6135002727656602,0.721230128527042,0.8445376153079064,0.9508567051203812,0.9722660128235212,0.9856018001155225,0.590810816155873,0.8597867390404988,0.938736389706532,8.0,19.0,43.0,0.0098218913587109,0.0294184744558277,0.0932874273322512
G091,ANH_252,1.5,Húmedo,2021-11-25,2021-11-05,11:00:00,13:30:00,Audiomoth v1.20,956.0,Audiomoth v1.20,16.0,60 segundos cada 1800 segundos,192000.0,16.667,100.0,0.0,304.51759493846134,307.5696582616564,312.40555868109004,3.059503973506676,3.076723264863941,3.085126198970336,0.756604876895962,0.8266296602206415,0.8509199388192278,0.4625651041666667,15.982559130764455,41.2509729929872,81.83315631574598,0.8321423850372062,0.8597158855416024,0.8803525794732767,0.9193932714760815,0.9619528154842394,0.9834980560778879,0.7184960453660709,0.9375789275791264,0.9901694091652047,10.0,43.0,67.0,0.0018434073930338,0.050615037274589006,0.4318708443575039
